id_user,id_str_user,name_user,screen_name_user,description_user,url_user,followers_count_user_user,favourites_count_user,lang_user,id_status,id_str_status,textstatus,created_at_status,truncated,in_reply_to_screen_name,retweet_count,favorite_count,retweeted,lang_status
147908767,147908767,Ranjith kumar,rank85,,http://t.co/EeNxprXqVn,22,0,en,1033061360140251136,1033061360140251136,"@AzureSupport I would like to create a scheduler in azure, we have different pricing tiers Standard, P10, P20. The… https://t.co/sFhS0nc1Ou",2018-08-24 18:39:56,True,AzureSupport,0,0,False,en
863115334085160960,863115334085160960,Frank McGovern,FrankMcG,Cybersecurity @TheBigGreenW ● Owner of @ChicagosDAD ● Former USMC Intel ● Corrected @BrianKrebs Article Once,https://t.co/HsTx9dtko9,407,1398,en,1033059660595650560,1033059660595650560,@AzureSupport Submitting feedback about feedback!,2018-08-24 18:33:11,False,AzureSupport,0,0,False,en
147908767,147908767,Ranjith kumar,rank85,,http://t.co/EeNxprXqVn,22,0,en,1033058511553482752,1033058511553482752,"@AzureSupport  If we disable SchedulerJobCollection, will it be billed?",2018-08-24 18:28:37,False,AzureSupport,0,0,False,en
863115334085160960,863115334085160960,Frank McGovern,FrankMcG,Cybersecurity @TheBigGreenW ● Owner of @ChicagosDAD ● Former USMC Intel ● Corrected @BrianKrebs Article Once,https://t.co/HsTx9dtko9,407,1398,en,1033056501135548416,1033056501135548416,@AzureSupport - try to submit feedback on Azure ATP portal and I get an immediate undeliverable that the email it s… https://t.co/GbAAO4zjHw,2018-08-24 18:20:37,True,AzureSupport,0,0,False,en
723905075811332096,723905075811332096,nullcookies,nullcookies,Fisher of phishers. Alpine climbing.,https://t.co/uk4nQionZZ,3042,6559,en,1033054939382247424,1033054939382247424,@packet_Wire @AzureSupport @malwrhunterteam @malware_traffic @James_inthe_box @JAMESWT_MHT @CraneHassold Paging @msftsecurity.,2018-08-24 18:14:25,False,packet_Wire,0,2,False,en
777608708,777608708,Cinabro,Caria_GiovanniB,"Cyber Security Specialist/ Pentester
Ethical Hacker - EHAP Italy
https://t.co/JF8qXxO4Q3
https://t.co/x0PlHjQoA0",https://t.co/XZ1POuYMns,502,3987,it,1033052017952993281,1033052017952993281,RT @packet_Wire: #phishing #O365 @azuresupport hxxp://secure4.azurewebsites.net/utf8BbNCZ2lu.html .@malwrhunterteam @malware_traffic @james…,2018-08-24 18:02:48,False,,3,0,False,en
437206705,437206705,Carlos Dull,CarlosDullM,Youll never walk alone. Panama. Primero mi Panamá que un partido politico.,,553,2070,es,1033051484043268098,1033051484043268098,RT @packet_Wire: #phishing #O365 @azuresupport hxxp://secure4.azurewebsites.net/utf8BbNCZ2lu.html .@malwrhunterteam @malware_traffic @james…,2018-08-24 18:00:41,False,,3,0,False,en
3433210978,3433210978,JAMESWT,JAMESWT_MHT,RansomWare the UnFuture,,12106,22041,it,1033051391626018822,1033051391626018822,RT @packet_Wire: #phishing #O365 @azuresupport hxxp://secure4.azurewebsites.net/utf8BbNCZ2lu.html .@malwrhunterteam @malware_traffic @james…,2018-08-24 18:00:19,False,,3,0,False,en
294036033,294036033,Packet Wire,packet_Wire,Security researcher with interests in DFIR / Malware / Phishing - Opinions are my own,,1325,4274,en,1033050828536467456,1033050828536467456,#phishing #O365 @azuresupport hxxp://secure4.azurewebsites.net/utf8BbNCZ2lu.html .@malwrhunterteam @malware_traffic… https://t.co/fuHfL5BXSw,2018-08-24 17:58:05,True,,3,8,False,en
263585004,263585004,Alex Kaziuka,CodeCampUA,"Solutions Architect and Security compliance expert, Microsoft and SAP Certified Consultant.",https://t.co/DtGBHLeNBC,5,43,en,1033044561004818439,1033044561004818439,"@AzureSupport Well, the engineer just re-iterated over what I already knew and tried before. Filling support case r… https://t.co/9JInxfPaUD",2018-08-24 17:33:11,True,AzureSupport,0,0,False,en
